,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
370,verkhoyansk,12,RU,1554714000,71,67.5527,133.3912,28.33,2.53
371,sandakan,12,MY,1554714000,100,5.8402,118.1179,86.36,10.29
372,georgiyevka,80,RU,1554714000,78,52.2466,40.449,50.38,9.13
373,tottori,80,JP,1554714000,83,35.5014,134.2349,51.13,12.3
374,sault sainte marie,80,CA,1554714000,95,46.4906,-84.3593,38.85,3.58
375,rio gallegos,76,AR,1554714000,100,-51.6227,-69.2182,44.73,7.9
376,aksu,0,KZ,1554714000,55,52.0354,76.9341,54.46,5.77
377,norman wells,92,CA,1554714000,86,65.2824,-126.8328,21.88,2.35
378,muli,0,IN,1554714000,10,22.6217,71.4527,107.26,13.65
379,tual,0,ID,1554714000,100,-5.6667,132.75,84.85,2.8
380,lahaina,12,US,1554714000,98,20.8727,-156.6763,68.91,8.79
381,roald,0,NO,1554714000,88,62.5838,6.1242,38.4,18.01
382,martapura,32,ID,1554714000,76,-3.4055,114.8478,88.41,7.27
383,birzai,36,LT,1554714000,71,56.2,24.75,45.43,10.85
384,ibanda,48,UG,1554714000,87,0.33,30.0754,73.24,2.24
385,shahpur,0,IN,1554714000,26,22.1936,77.9051,98.08,10.02
386,rock springs,8,US,1554714000,69,41.5869,-109.2048,26.98,3.53
387,brits,92,ZA,1554714000,81,-25.6298,27.7842,65.4,6.26
388,plettenberg bay,44,ZA,1554714000,85,-34.0528,23.3716,67.93,8.39
389,citta di castello,36,IT,1554714000,95,43.4691,12.2305,56.03,4.81
390,nyagan,92,RU,1554714000,79,62.1446,65.4348,42.64,9.51
391,atar,48,MR,1554714000,34,20.5183,-13.0544,69.1,6.82
392,tando muhammad khan,0,PK,1554714000,22,25.1236,68.5335,103.84,1.68
393,bilma,0,NE,1554714000,13,18.6929,12.9187,91.33,12.64
394,sturgeon falls,92,CA,1554714000,87,46.3646,-79.9327,39.03,12.59
395,codrington,0,AU,1554714000,74,-28.9484,153.2428,73.89,4.81
396,nicoya,36,CR,1554714000,85,10.147,-85.4536,74.14,5.32
397,los llanos de aridane,24,ES,1554714000,100,28.6585,-17.9183,63.33,7.34
398,regeneracao,88,BR,1554714000,93,-6.2378,-42.6884,71.8,2.8
399,cap malheureux,68,MU,1554714000,100,-19.9842,57.6142,81.34,18.19
400,san quintin,48,PH,1554714000,81,17.5427,120.5203,83.41,2.19
401,three hills,0,CA,1554714000,56,51.7,-113.2667,35.37,8.39
402,sesheke,56,NA,1554714000,60,-17.4698,24.2909,77.38,4.54
403,wallacetown,0,GB,1554714000,88,55.4645,-4.6088,48.93,12.37
404,muisne,56,EC,1554714000,98,0.6104,-80.0186,69.37,2.75
405,sur,76,OM,1554714000,69,22.5702,59.5299,87.1,2.24
406,aleksandrov gay,48,RU,1554714000,100,50.1425,48.5684,54.16,6.6
407,quelimane,8,MZ,1554714000,74,-17.8776,36.8902,85.21,4.76
408,oda,20,JP,1554714000,90,35.1922,132.4996,56.89,16.55
409,kloulklubed,88,PW,1554714000,96,7.0419,134.2556,84.13,12.37
410,salvador,92,BR,1554714000,100,-12.9823,-38.4813,78.36,4.32
411,saint paul,0,US,1554714000,89,44.9504,-93.1016,40.37,6.33
412,skaudvile,12,LT,1554714000,78,55.4167,22.6167,49.66,9.51
413,kaitangata,32,NZ,1554714000,69,-46.2818,169.8464,50.73,4.81
414,znamenskoye,0,RU,1554714000,77,57.1274,73.822,51.1,9.73
415,tiszaszentimre,32,HU,1554714000,91,47.4914,20.7234,61.44,7.38
416,porto uniao,92,BR,1554714000,99,-26.2381,-51.0784,62.26,2.35
417,keetmanshoop,0,NA,1554714000,41,-26.5724,18.1453,73.33,4.59
418,springbok,0,ZA,1554714000,57,-29.666,17.8825,62.71,4.25
419,serenje,20,ZM,1554714000,64,-13.2314,30.2234,78.19,11.3
420,san pedro,0,AR,1554714000,92,-33.6759,-59.6629,52.56,2.8
421,viedma,0,AR,1554714000,92,-40.8086,-62.9947,56.41,7.78
422,songea,36,TZ,1554714000,96,-10.6788,35.6484,74.48,2.3
423,pueblo,0,US,1554714000,38,38.2544,-104.6092,42.78,3.09
424,diffa,0,NE,1554714000,20,13.3154,12.6113,102.76,8.57
425,atambua,8,ID,1554714000,92,-9.1066,124.892,82.96,5.21
426,netanya,0,IL,1554714000,76,32.3286,34.8566,71.25,2.68
427,najran,0,SA,1554714000,24,17.544,44.2247,103.73,6.6
428,shenjiamen,92,CN,1554714000,92,29.9576,122.298,62.62,13.6
429,arauca,12,VE,1554714000,65,7.0825,-70.7571,76.3,4.88
430,tilaran,36,CR,1554714000,85,10.4716,-84.968,75.16,5.32
431,kulhudhuffushi,12,MV,1554714000,100,6.6221,73.07,85.12,2.19
432,lasa,0,CY,1554714000,75,34.9245,32.5278,69.42,5.21
433,santokhgarh,24,IN,1554714000,59,31.3667,76.3167,83.97,11.59
434,san patricio,80,PY,1554714000,90,-26.9767,-56.8274,61.99,2.75
435,mortka,64,RU,1554714000,75,59.3303,66.0221,43.63,9.06
436,gornopravdinsk,44,RU,1554714000,66,60.0603,69.9229,49.3,9.06
437,severo-yeniseyskiy,88,RU,1554714000,59,60.3725,93.0408,33.28,9.51
438,manacapuru,88,BR,1554714000,98,-3.2997,-60.6214,75.13,3.69
439,willowmore,12,ZA,1554714000,40,-33.2954,23.4883,75.85,1.79
440,kununurra,92,AU,1554714000,64,-15.7731,128.7388,88.65,12.75
441,simao,44,CN,1554714000,47,22.7618,100.7911,75.85,4.99
442,miraflores,64,CO,1554714000,97,5.1955,-73.144,51.1,1.86
443,aleksandrovsk-sakhalinskiy,92,RU,1554714000,86,50.8975,142.1561,33.46,7.78
444,gazimurskiy zavod,76,RU,1554714000,41,51.5511,118.3349,36.34,5.32
445,egvekinot,12,RU,1554714000,79,66.3167,-179.1667,5.47,5.32
446,fastovetskaya,20,RU,1554714000,72,45.9173,40.1547,62.83,15.88
447,ingham,0,AU,1554714000,90,-18.6477,146.1603,78.1,11.86
448,middlebury,92,US,1554714000,94,44.0143,-73.1673,46.41,3.87
449,aklavik,64,CA,1554714000,52,68.2183,-135.0136,4.29,3.69
450,shimoda,0,JP,1554714000,95,34.701,138.9287,64.04,13.82
451,zalantun,48,CN,1554714000,40,48.0,122.7167,44.89,5.88
452,ixtapa,0,MX,1554714000,71,20.715,-105.2067,64.85,0.45
453,bogorodskoye,44,RU,1554714000,61,52.371,140.4412,34.36,6.22
454,liverpool,8,GB,1554714000,90,53.4055,-2.9806,49.51,8.9
455,kysyl-syr,8,RU,1554714000,56,63.8986,122.7713,36.88,6.89
456,gambo,8,NG,1554714000,44,11.9641,9.6255,94.48,13.76
457,shingu,0,JP,1554714000,80,33.7241,135.993,67.42,21.88
458,mersing,76,MY,1554714000,74,2.4276,103.8364,86.38,10.13
459,tanout,0,NE,1554714000,12,14.9712,8.8784,95.47,9.8
460,waddan,0,LY,1554714000,40,29.1615,16.1414,68.56,10.63
461,laguna,0,MX,1554714000,70,27.5185,-110.0074,60.01,1.07
462,methoni,92,GR,1554714000,100,36.8197,21.7049,57.67,9.57
463,millinocket,92,US,1554714000,62,45.6577,-68.7099,28.8,5.55
464,mirnyy,88,RU,1554714000,90,56.5712,36.4603,44.71,18.68
465,vallenar,0,CL,1554714000,68,-28.5751,-70.7617,50.74,3.02
466,talara,0,PE,1554714000,83,-4.5797,-81.2719,68.38,2.98
467,junction city,0,US,1554714000,81,39.0286,-96.8314,44.83,2.8
468,whitehorse,0,CA,1554714000,74,60.7216,-135.055,34.11,5.37
469,san pedro de macoris,48,DO,1554714000,100,18.4616,-69.2972,71.4,5.48
470,ous,64,RU,1554714000,68,60.9078,61.5172,45.52,8.23
471,jacareacanga,80,BR,1554714000,95,-6.2243,-57.7609,72.7,2.46
472,awbari,0,LY,1554714000,31,26.5897,12.7694,68.74,9.8
473,esperance,92,TT,1554714000,91,10.2447,-61.4506,75.03,4.47
474,kaitong,56,CN,1554714000,37,44.8135,123.15,50.56,6.89
475,deoranian,8,IN,1554714000,58,28.6333,79.4833,93.9,4.21
476,gat,8,SN,1554714000,31,14.6934,-16.5351,79.89,11.3
477,kihei,12,US,1554714000,98,20.7574,-156.446,68.91,8.79
478,ulfborg,0,DK,1554714000,73,56.2673,8.3217,46.05,16.78
479,gold coast,44,AU,1554714000,96,-28.0024,153.4146,78.91,10.29
480,tadine,44,NC,1554714000,100,-21.55,167.8833,76.57,9.73
481,shirokiy,92,RU,1554714000,95,53.8731,39.1716,44.96,11.81
482,ostroleka,0,PL,1554714000,69,53.0862,21.5757,59.22,4.32
483,avila,80,US,1554714000,85,38.9084,-76.6142,60.99,9.01
484,arlit,0,NE,1554714000,31,18.7391,7.3933,80.17,7.72
485,genhe,56,CN,1554714000,54,50.7833,121.5167,31.3,8.39
486,paka,92,HR,1554714000,96,45.2902,18.06,54.87,3.58
487,ust-tsilma,24,RU,1554714000,76,65.441,52.1498,38.32,6.11
488,kiruna,8,SE,1554714000,69,67.8551,20.2255,29.75,6.38
489,marovoay,0,MG,1554714000,45,-16.1111,46.6417,99.84,9.51
490,dubovyy umet,44,RU,1554714000,100,52.9801,50.2908,47.14,6.55
491,lazarev,20,RU,1554714000,76,52.225,141.5131,26.53,9.35
492,alofi,8,NU,1554714000,99,-19.0596,-169.9187,81.51,14.27
493,basco,0,US,1554714000,79,40.3278,-91.2002,52.8,9.35
494,cadiz,64,US,1554714000,97,40.2728,-80.9968,61.43,6.55
495,suez,44,EG,1554714000,50,29.9745,32.5371,78.01,11.59
496,madison,0,US,1554714000,86,43.0748,-89.3838,46.6,14.32
497,tucupita,0,VE,1554714000,85,9.0581,-62.0501,72.43,5.26
498,baft,88,IR,1554714000,73,29.234,56.6057,52.81,7.23
499,chiredzi,0,ZW,1554714000,57,-21.0456,31.6709,84.04,9.51
500,svirstroy,88,RU,1554714000,98,60.7999,33.7248,39.4,8.12
501,zhigansk,44,RU,1554714000,69,66.7656,123.3741,34.54,9.84
502,nangong,100,CN,1554714000,92,37.3581,115.3744,51.01,9.73
503,pingliang,92,CN,1554714000,59,35.541,106.6799,61.45,3.98
504,pacific grove,88,US,1554714000,94,36.6174,-121.9156,55.9,1.01
505,baghmara,48,IN,1554714000,50,23.795,86.2085,90.43,4.09
506,raisinghnagar,0,IN,1554714000,33,29.5358,73.4459,97.9,7.34
507,honiara,80,SB,1554714000,100,-9.4313,159.9553,75.94,1.97
508,valverde del camino,92,ES,1554714000,99,37.574,-6.7544,56.77,8.61
509,xunchang,12,CN,1554714000,35,28.4535,104.7102,85.21,3.53
510,hobyo,0,SO,1554714000,66,5.3505,48.5268,86.38,10.58
511,clarence town,0,AU,1554714000,58,-32.5886,151.7799,78.96,3.58
512,port-cartier,0,CA,1554714000,100,50.0257,-66.8819,16.8,14.61
513,victoria,56,BN,1554714000,98,5.2785,115.2423,86.76,13.04
514,iquitos,92,PE,1554714000,98,-3.749,-73.2459,74.23,3.24
515,sosnovo-ozerskoye,0,RU,1554714000,32,52.5286,111.5381,36.34,12.3
516,seoul,36,KR,1554714000,43,37.5667,126.9783,55.27,6.71
517,bafq,24,IR,1554714000,43,31.6002,55.3979,70.45,6.49
518,mangaratiba,76,BR,1554714000,100,-22.9601,-44.0412,76.75,2.53
519,praya,64,ID,1554714000,95,-8.7054,116.2704,87.42,5.88
520,spring hill,12,US,1554714000,91,28.4635,-82.5364,71.31,8.5
521,lebyazhye,100,RU,1554714000,77,59.9616,29.4167,43.53,6.78
522,clyde river,76,CA,1554714000,80,70.4692,-68.5915,6.03,2.24
523,sao joao da barra,12,BR,1554714000,96,-21.6403,-41.0512,81.34,17.85
524,jinchang,92,CN,1554714000,91,38.5207,102.186,40.3,4.25
525,hay river,68,CA,1554714000,92,60.8156,-115.7867,32.82,3.09
526,terrace,88,CA,1554714000,84,54.5211,-128.6101,35.62,1.57
527,kochevo,48,BG,1554714000,68,42.1032,24.9211,63.34,4.54
528,mundo nuevo,8,CL,1554714000,93,-32.7193,-71.4147,52.45,2.3
529,tulun,0,RU,1554714000,38,54.5621,100.5792,39.49,6.82
530,kidal,0,ML,1554714000,15,18.4449,1.4096,80.26,7.56
531,khilchipur,0,IN,1554714000,18,24.0479,76.5759,102.31,7.72
532,bathsheba,44,BB,1554714000,100,13.2167,-59.5167,77.7,18.34
533,lata,56,IN,1554714000,84,30.7809,78.6152,55.51,1.3
534,krutinka,0,RU,1554714000,85,56.0064,71.5113,45.79,10.36
535,sedkyrkeshch,92,RU,1554714000,91,61.7248,50.956,37.77,7.61
536,barcelos,92,PT,1554714000,100,41.5314,-8.6193,48.79,3.58
537,chipiona,0,PE,1554714000,74,-14.5382,-75.1954,48.4,1.68
538,pimentel,92,BR,1554714000,97,-3.7033,-45.5026,74.86,2.86
539,ambon,88,FR,1554714000,92,47.5542,-2.5567,49.8,12.37
